25.17 25.63 26.15 26.71 27.24 27.75 28.19 28.6 28.99 29.34 29.73 30.29 31.01 31.58 31.77 31.59 31.03 30.43 30.38 30.68 30.59 29.87 28.36 26.5 24.84 23.14 21.26 19.31 17.6 16.45 15.94 
25.52 25.88 26.23 26.57 26.88 27.19 27.5 27.86 28.27 28.68 29.11 29.68 30.44 31.23 31.79 31.92 31.54 31.05 30.89 31.15 31.42 30.83 29.04 27.02 25.22 23.06 20.63 18.28 16.45 15.41 15.1 
25.26 25.41 25.55 25.72 25.91 26.18 26.54 26.97 27.46 27.92 28.39 28.97 29.73 30.55 31.28 31.74 31.73 31.42 31.2 31.36 31.74 31.27 29.46 27.33 25.15 22.28 19.07 16.34 14.69 14.18 14.18 
24.22 24.28 24.41 24.62 24.93 25.34 25.84 26.39 26.98 27.54 28.06 28.59 29.14 29.83 30.68 31.37 31.59 31.4 31.3 31.56 31.78 31.07 29.22 26.9 24.0 20.23 16.37 13.69 12.7 12.79 12.94 
22.86 23.05 23.32 23.68 24.1 24.59 25.14 25.75 26.39 27.06 27.73 28.37 28.98 29.62 30.38 31.14 31.55 31.59 31.64 31.73 31.49 30.35 28.22 25.34 21.38 16.69 12.83 10.95 10.82 11.3 11.49 
21.68 21.98 22.31 22.65 23.03 23.48 24.02 24.61 25.28 26.04 26.86 27.73 28.61 29.47 30.22 30.89 31.44 31.86 32.22 32.15 31.24 29.35 26.38 22.2 17.02 12.16 9.27 8.63 9.22 9.85 10.13 
20.56 20.82 21.06 21.33 21.68 22.14 22.7 23.33 24.03 24.82 25.74 26.78 27.88 28.93 29.76 30.24 30.59 31.29 32.33 32.68 31.39 28.3 23.46 17.33 11.44 7.61 6.39 6.89 7.86 8.58 9.16 
19.31 19.52 19.78 20.14 20.63 21.23 21.94 22.69 23.47 24.33 25.27 26.28 27.29 28.2 28.89 29.16 29.29 30.32 32.48 33.2 30.59 25.16 17.96 10.86 5.9 4.03 4.42 5.62 6.77 7.69 8.66 
18.2 18.54 19.01 19.63 20.36 21.19 22.09 22.98 23.88 24.82 25.77 26.64 27.26 27.62 27.92 28.09 28.47 30.34 33.72 33.84 27.13 17.27 9.03 3.81 1.56 1.78 3.21 4.75 6.03 7.25 8.56 
17.69 18.31 19.07 19.93 20.86 21.84 22.84 23.81 24.75 25.72 26.64 27.31 27.65 27.7 27.72 28.07 29.29 32.24 35.2 31.88 20.59 8.24 0.85 -1.41 -0.97 0.66 2.58 4.27 5.76 7.24 8.62 
17.89 18.76 19.71 20.7 21.73 22.79 23.83 24.73 25.49 26.34 27.15 27.63 27.83 28.08 28.63 29.8 31.65 33.43 31.87 22.4 8.87 -0.45 -4.08 -3.91 -1.95 0.32 2.41 4.23 5.89 7.4 8.56 
18.57 19.52 20.51 21.51 22.52 23.61 24.7 25.61 26.29 26.92 27.48 27.91 28.46 29.49 30.94 32.18 31.95 28.41 20.02 7.31 -3.6 -7.61 -6.95 -4.69 -2.03 0.42 2.55 4.44 6.12 7.5 8.23 
19.34 20.24 21.2 22.16 23.05 24.05 25.23 26.29 27.07 27.72 28.38 29.21 30.43 31.91 32.63 30.67 24.32 14.1 2.91 -6.07 -10.5 -10.29 -7.7 -4.65 -1.85 0.57 2.72 4.66 6.26 7.48 7.85 
19.97 20.78 21.73 22.75 23.65 24.5 25.54 26.75 27.97 29.13 30.28 31.47 32.51 32.26 28.53 19.87 7.86 -3.45 -10.84 -13.62 -12.94 -10.48 -7.46 -4.52 -1.89 0.48 2.67 4.6 6.21 7.47 8.01 
20.48 21.16 22.11 23.19 24.16 25.09 26.23 27.72 29.41 30.97 32.09 32.31 30.55 24.93 14.58 1.91 -8.75 -14.81 -16.49 -15.32 -12.83 -9.96 -7.18 -4.6 -2.17 0.14 2.32 4.29 6.06 7.6 9.07 
20.9 21.53 22.37 23.36 24.38 25.65 27.43 29.43 31.03 31.69 30.75 27.12 19.56 8.21 -3.98 -13.08 -17.46 -18.11 -16.72 -14.42 -11.82 -9.24 -6.79 -4.45 -2.16 0.0 2.03 4.01 5.99 8.03 10.41 
